CustomerId,ProductPrice
8969,3373.87
8969,473.31
8969,1417.47
8969,1816.62
8969,3441.27
8969,4701.69
8969,3509.11
5264,3540.14
5264,3474.97
5264,2407.94
5264,2206.31
5264,1448.61
5264,4232.94
2403,1897.11
2403,1116.81
9188,892.47
6168,2893.24
6168,390.17
9569,123.98
9569,3977.02
648,4986.16
648,3781.73
8909,1251.34
8909,629.19
8909,2048.06
8909,609.9
8909,1541.74
2652,2252.51
2652,2000.05
2652,4677.57
2652,3067.27
2652,2602.08
2652,3248.98
2438,2921.67
2220,250.11
1850,1853.9
4158,3872.4
6722,3324.33
6722,4502.39
5810,3913.8
5810,1592.16
8747,1414.23
4702,2842.45
4702,4540.02
4702,3896.94
4702,1105.39
4702,1020.61
4702,4318.39
3754,1713.72
3754,2856.35
3754,2722.14
3754,4177.88
3754,3049.96
3754,970.81
3754,4987.75
3754,4888.35
509,4556.46
9809,4232.94
9809,1199.56
4225,4385.29
4225,2147.81
4225,174.05
4225,2650.33
4225,486.86
4225,4288.68
6719,4545.15
6719,4811.15
6719,4137.34
6719,2170.16
6719,4748.87
2909,3705.74
2909,2468.18
2909,3116.39
2909,3084.51
2909,346.03
2909,2283.76
1634,3244.53
8863,2593.8
8863,2754.47
8863,36.25
8863,1079.07
8863,934.58
8863,3602.62
6405,4380.73
1526,3737.24
1526,2995.91
1526,3702.11
307,702.19
307,2230.02
6367,3005.54
6628,1454.34
6628,3642.4
6628,2862.39
5472,646.46
5472,4772.23
3031,1894.84
4173,633.16
4173,38.8
4173,874.67
4173,4469.37
4173,329.26
4173,4646.83
4173,1379.94
4173,3738.8
4173,2059.22
4173,742.53
2055,1291.79
2055,4242.1
2055,4735.88
5533,1413.81
5533,1904.78
1058,71.93
7790,1520.84
5089,3593.84
5089,504.33
5089,4600.91
7731,499.58
5470,2260.59
5470,1568.07
5470,4350.9
4534,708.91
5936,4760.76
8083,3097.27
8083,3510.4
8426,1631.39
8426,2676.16
9016,3045.03
1347,3186.17
8229,3937.3
8229,3041.13
8229,1540.18
8229,704.79
8229,4899.84
3407,2226.05
3407,1486.83
3407,4199.65
3407,4377.05
3407,1712.36
7923,2608.29
7923,3619.38
7923,4090.67
7653,2328.21
2741,1726.3
2312,2747.67
2312,3329.56
2312,3990.86
8034,2125.69
1975,2875.62
1975,2993.22
1975,4936.26
4950,4989.92
4334,4594.02
2525,4987.56
2525,2854.98
8807,4103.37
5764,46.87
5764,2870.17
6297,4959.08
2252,4250.15
8729,1880.74
4381,3077.75
3472,854.27
3472,2105.1
3472,3928.37
3472,401.56
5892,4362.38
4876,810.98
3500,2554.94
3500,3602.48
8559,1337.52
8559,1666.31
8559,1700.49
8559,2376.19
9609,2438.73
2845,1620.74
2845,3376.85
1146,2125.69
1859,760.41
6662,618.25
221,2842.82
9972,4581.44
3275,2900.02
3275,2974.99
2458,3443.8
2458,236.74
4243,1631.01
8165,4014.35
2803,798.88
2803,2073.43
2803,1324.1
2803,309.06
2803,3627.67
2803,3952.95
3429,3336.35
3429,3025.39
6297,3799.77
6163,2908.54
5639,2755.76
6559,4881.28
6559,3742.56
6559,4432.08
6559,4983.64
6559,2038.72
6559,3429.34
6559,793.02
537,2861.93
950,621.42
950,1122.88
950,3128.81
2450,2974.14
3234,4229.43
3234,2996.91
3234,2651.79
6727,1054.13
6727,4361.5
6727,4584.69
6727,486.3
8687,478.29
8687,589.13
9008,4419.21
5838,284.58
5838,2907.67
5838,4480.72
9822,2979.04
9822,868.86
9822,540.67
9822,1590.44
9822,406.82
9822,4098.52
9822,2862.47
9822,2492.91
6581,1341.2
6581,2870.17
6581,4346.79
6581,1239.6
6581,2652.32
6581,1043.78
2477,3307.0
2477,351.81
2477,3744.25
9254,2958.24
6823,4360.72
6823,451.99
6823,1499.92
6823,4503.31
6823,4969.51
6823,2616.8
6823,1847.29
6823,3037.99
6823,1541.74
6823,2870.95
6823,2912.83
6823,3262.09
6823,955.45
6823,3363.79
693,341.45
693,3789.53
3231,3020.12
3231,1786.09
3231,3827.0
1900,3520.07
1900,2813.59
7124,178.12
7124,3854.37
7124,4127.81
8964,3931.52
5810,2209.81
5810,2014.86
854,2921.68
854,2099.14
5660,4325.0
5660,4397.03
4734,837.73
4734,4406.67
4734,885.81
5487,1030.37
5487,3538.58
5487,530.7
5487,1794.77
5487,247.64
5487,3414.99
4892,2094.08
4892,4896.61
4892,543.13
1118,2209.81
7263,3976.41
8927,4939.39
8927,1458.52
8927,933.13
8927,4091.49
8927,4645.66
3975,4131.47
3975,2518.48
2987,1391.9
8574,2601.2
8574,2688.17
867,4211.89
867,2518.56
3782,1163.44
8805,308.75
6641,2955.3
6641,3481.15
8559,4692.79
5891,3880.66
5891,3594.4
5891,1475.25
97,327.59
97,2160.61
97,1162.2
6716,2893.7
6716,2724.19
9946,4566.66
9946,4826.67
9946,421.43
2978,4977.58
2978,4577.8
2342,4874.1
4530,2698.49
4530,3860.05
4530,4833.77
4530,1425.13
4530,4110.07
4530,2321.29
2545,1911.88
2545,3710.31
2545,2087.43
2545,4902.14
2545,2962.06
2545,2205.84
2545,3382.09
9358,351.81
9358,821.43
7382,4712.32
7382,527.41
7382,1797.17
7382,3773.21
7382,2577.84
2932,2745.47
2932,3590.73
2932,2420.06
7759,2009.65
7759,2925.46
7759,2859.82
4417,1870.7
2034,1938.32
2034,366.07
2034,3693.15
2034,2381.52
6644,3997.43
7609,4379.63
9618,4872.93
9618,1369.14
5718,4137.34
5718,1045.28
5718,3980.71
5718,2417.13
5718,4444.34
8654,2951.98
8654,4763.46
8654,2916.85
8654,1828.34
8654,35.06
8654,3565.92
8654,3855.36
1992,610.61
1992,1968.48
1992,1641.43
4754,1432.37
2156,2334.83
7644,1648.11
7644,4556.06
8070,2974.59
2329,1872.02
8188,13.65
8188,1506.9
8188,4825.48
8188,2212.61
8188,2032.94
8188,4168.48
1191,2055.41
1191,618.25
1191,4673.01
1191,1898.56
9592,2482.46
2985,4673.96
2985,1313.04
6149,3331.65
6149,2715.91
1153,4838.87
1153,3292.35
1153,3677.96
3004,1034.53
3004,430.0
3004,4985.54
3004,1474.3
3004,4180.82
3004,1657.69
3004,1372.51
929,2032.32
929,2614.4
929,3408.78
929,4136.98
929,746.4
5492,1827.49
5492,1064.28
8133,1570.89
8133,8.29
8133,3859.12
7608,3935.77
7608,2706.39
7608,2218.42
6139,3187.38
6139,758.06
6139,1779.88
6139,882.86
7044,2022.09
7044,1113.84
9099,3885.39
9099,3916.84
9099,2267.85
9099,2890.38
9099,4459.23
9099,1340.02
8171,2665.29
2614,1176.56
2614,3.49
2614,3983.07
2614,337.31
2614,1285.26
2614,3946.95
2614,2577.84
7955,4182.7
7955,1786.09
1531,3966.35
1531,4821.46
1531,1560.59
1531,2797.63
1531,2574.49
1531,2914.22
1531,3391.55
1531,993.54
9140,2770.77
5850,4110.55
5850,1155.8
5850,3698.99
3690,461.43
9721,2558.73
9721,1473.87
9721,1764.55
9721,559.3
1335,4751.73
1335,3996.11
1335,846.43
5904,1158.02
3239,4930.48
7099,3243.4
7099,1793.08
7099,2109.97
689,451.82
8605,4772.23
8605,2893.87
8605,2611.43
4421,1332.23
4421,3702.83
4192,1299.42
4192,1079.06
4192,2576.03
4192,4629.78
735,4874.1
8957,1283.94
1278,3097.69
1278,1064.22
1278,865.09
9669,4896.73
9669,3292.35
9669,2647.59
9669,4241.93
7121,2928.45
7121,3873.12
7121,1483.23
4689,2779.58
7809,2818.93
7809,1133.7
3740,1064.22
3740,2215.04
1688,2722.14
9519,514.3
9519,4206.99
2722,499.71
2722,3967.01
2722,3751.04
2722,2131.77
4491,236.07
4080,399.47
7676,3773.98
7785,753.22
7785,2894.28
4514,4675.98
4514,1912.33
4514,3906.49
4514,2744.02
4514,1510.71
4514,2392.92
1007,2356.04
1007,2387.41
1007,150.59
6539,4296.18
9639,2894.82
8607,1277.7
8607,749.95
8607,3160.73
9091,2879.06
9091,4453.75
5052,989.55
356,3283.15
5390,1997.89
6247,209.19
6247,4964.79
289,1724.02
289,1759.09
289,3932.12
9283,4604.46
5657,3167.24
5657,3222.19
5657,2303.92
5657,3916.05
5657,77.08
7253,2386.98
3197,3801.55
9208,4506.83
9208,4597.41
9208,1433.09
9208,4204.77
9208,69.42
9208,3594.68
9208,2942.65
3106,34.48
3106,1457.41
3106,3973.84
5942,2699.42
5942,212.96
1795,1378.25
6687,2941.11
6687,3255.63
6687,13.65
807,1687.89
807,4140.27
1281,3251.44
790,3380.4
790,1277.03
790,505.82
3304,3142.13
3304,4894.15
3304,4397.1
3304,3056.42
8112,2046.93
8112,3284.18
6139,624.19
6165,4066.4
6165,1669.32
6165,1698.15
7686,514.43
7686,488.62
7686,2160.61
7686,4888.35
7686,354.18
7686,488.62
7686,3958.22
7686,2506.17
7686,3385.29
9285,3699.07
9285,1309.28
9285,339.99
8852,4861.68
8852,3906.87
8852,3345.95
8852,2027.09
8852,2558.73
8852,2736.47
1670,4606.77
1670,3609.35
1670,4901.98
1670,1989.22
7714,1246.06
7714,4305.45
7714,839.73
8205,1671.64
8205,2147.81
8205,2542.7
8205,2800.04
4916,1362.41
3671,906.23
935,573.34
8611,1675.38
8611,4519.64
8611,105.48
8611,1491.14
8611,2951.65
3870,2204.67
1970,2348.31
1970,2989.72
1444,867.49
5943,1624.83
9218,118.2
9218,2564.97
9218,594.56
4734,2921.72
4734,182.62
4734,872.06
4734,1364.05
6075,3655.15
7763,2934.77
5750,2052.85
5750,3920.85
1750,944.53
8556,3976.16
8556,220.19
8556,3290.53
8556,3527.02
8556,565.92
8556,734.79
8556,4447.56
5600,1552.17
5072,3228.29
5072,1876.02
5072,960.11
5072,4915.52
5072,327.83
5072,3402.6
5072,4934.72
5072,4368.19
2315,3437.78
2315,451.62
2315,4887.68
2315,465.59
655,2935.82
655,925.39
6409,3560.85
6409,842.73
5780,4186.8
887,3050.24
887,2108.0
3717,1818.31
3717,4768.4
3717,2608.19
3717,4359.66
3717,2738.01
132,3109.46
132,3380.4
55,4684.47
6781,3716.31
6781,2959.09
3734,3225.29
3734,1578.55
2241,831.9
2241,2349.3
9549,2417.25
9549,4414.7
3424,4385.2
3424,3536.92
3424,3664.69
3424,958.9
3424,2699.42
5765,422.88
1373,921.81
1373,4207.07
8819,4998.59
8721,313.34
8721,4226.7
8721,1844.73
7460,441.12
7460,296.72
3655,3590.73
3655,2172.48
3655,935.42
3655,4195.82
3655,2818.17
3655,1350.97
3655,2846.52
6151,2687.2
6151,4695.17
3083,3690.35
3083,4367.64
3083,1043.38
3083,4257.18
3083,4706.27
542,169.44
542,3560.85
542,4884.23
542,2656.06
542,4894.18
9379,725.72
9379,4058.79
5182,4805.88
5182,2047.6
7430,1666.31
1005,615.55
1005,3803.08
5860,4439.04
5860,43.46
5860,1543.62
5860,1820.23
495,1246.06
495,2735.94
3441,4233.75
3416,795.18
3416,1824.97
3416,2955.59
3416,3984.2
45,2941.14
45,1091.47
45,1106.79
45,845.01
9296,1666.87
5254,2364.93
4686,4514.55
4686,4074.85
4686,2022.09
4686,2696.98
4686,308.8
4686,731.39
4686,2404.5
4686,3570.57
6627,1104.73
6351,269.65
6351,451.74
4470,4503.15
6920,4349.81
6920,3135.94
131,2705.8
131,2304.03
1206,3618.67
1206,936.71
1206,2210.48
1206,1672.03
5625,2970.1
5625,970.08
5625,258.83
960,1282.54
960,3611.85
616,1673.48
2263,1912.28
5249,886.59
9775,4461.45
9775,2984.99
9775,195.81
9775,1789.3
9775,4567.64
9775,4887.88
9775,3447.75
4229,1149.33
4229,4263.23
4229,2111.58
4229,1615.23
4229,1091.04
4229,3850.95
8776,3197.18
8776,16.03
8776,894.57
8776,1118.64
8776,2132.86
8776,3206.11
8776,4350.67
8776,376.07
8776,3904.72
8776,2529.45
5460,586.03
5406,2217.04
5406,1825.27
8623,3047.49
2955,3959.57
2955,3697.12
321,3306.22
321,4353.24
5671,1248.09
9167,3784.56
4133,4407.84
4589,736.4
4589,3193.65
4589,3602.48
8016,4232.94
8586,3690.84
8586,2568.02
7424,4857.51
6700,1973.88
5526,3515.75
5526,4682.1
5526,635.99
5526,3255.66
2759,4132.33
2759,3045.03
2759,2286.21
8945,4251.33
8945,3361.48
8945,1923.72
9444,1827.49
9444,2525.55
9444,2716.52
9444,3898.61
9444,1516.0
9444,1631.01
9444,1252.6
9444,619.8
9444,758.55
3689,3182.94
1669,737.47
2235,4439.04
2235,2178.35
2235,2089.45
2235,4813.14
3087,1952.85
2981,327.83
3758,1663.21
3758,1839.25
3758,1176.56
2636,501.31
2636,2575.57
2636,357.11
635,4186.12
4506,1824.49
6162,2620.41
6162,2015.45
6823,409.69
6823,2339.31
6823,3541.53
1830,3239.0
1830,301.76
1830,4868.37
3420,4693.1
3420,3601.92
2140,988.99
2140,1818.45
2140,2207.35
3049,1278.52
3049,3020.12
3049,722.24
3049,1079.07
3049,242.52
3072,3499.71
3072,1118.91
2502,4629.5
2502,729.79
2502,2919.43
2502,1488.0
9154,3102.11
9154,3983.07
9154,570.4
9154,3386.24
9154,1634.17
9154,1720.84
9154,4246.7
9154,3162.95
9154,359.87
9154,2945.93
9154,2724.97
1249,3526.13
1249,3336.16
1120,4272.29
1120,2340.99
8388,1428.92
1300,4986.92
1300,2944.06
1300,987.69
6125,3474.3
4357,3297.71
4357,4160.12
4357,344.45
4357,4852.1
4357,4063.44
4357,1745.51
4357,3568.53
